contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,entropy_0,entropy_45,entropy_90,entropy_135,asm_0,asm_45,asm_90,asm_135,labels
156310001.0000019,1786401.0000000156,0.27340360056277463,0.0005207623504974631,0.9570493863270677,8.050887170236713,0.0005207623504974631,156310001.00000805,1786400.9999999874,0.24159079069379116,0.0004324785847769414,0.9229720715065973,8.283609313638767,0.0004324785847769414,156310001.0000026,1786401.0000000054,0.2526545834536348,0.00046531905949625185,0.9405528813089341,8.185898564293547,0.00046531905949625185,156310001.00000837,1786400.9999997907,0.23969651870732442,0.00042968884264016246,0.9246814066208601,8.278882972753532,0.00042968884264016246,gundul
98702760.99999799,1265421.0000000058,0.2586265970413036,0.0005090534037046117,0.9488116740081792,8.045545439615394,0.0005090534037046117,98702761.00000447,1265420.9999998673,0.22528118960414265,0.00041504656480510614,0.9093019481025146,8.283998926303818,0.00041504656480510614,98702760.9999976,1265421.0000000384,0.24164597658332604,0.0004626028171592677,0.9316958311670377,8.158310021971051,0.0004626028171592677,98702760.99999739,1265421.0000000587,0.22587703756058547,0.0004208576565432574,0.9113179741945814,8.26463304034192,0.0004208576565432574,gundul
693708290.9999446,5462271.000000536,0.1857595431599249,0.0001960132081601183,0.8808898099092908,8.934065014629086,0.0001960132081601183,693708291.0000787,5462270.999998718,0.159872184050885,0.00015904045937831194,0.8079707474893157,9.13234932266879,0.00015904045937831194,693708290.9999076,5462271.000000409,0.17516682635958755,0.00018089376493523977,0.864457663599042,8.99959295092739,0.00018089376493523977,693708291.0000752,5462271.000000362,0.16901551248943084,0.0001689759627361477,0.8194005496147237,9.088852662865108,0.0001689759627361477,gundul
682848012.9999664,5398008.999999653,0.21039591005550207,0.0002429875902830449,0.9293531094514423,8.630761767995965,0.0002429875902830449,682848013.0000427,5398008.999999667,0.18305043142599461,0.00019839458233981484,0.8896307820137062,8.833387392475025,0.00019839458233981484,682848012.9999571,5398009.000000364,0.194951806406533,0.00021660666801528254,0.9100917237305142,8.745403904128107,0.00021660666801528254,682848013.0000467,5398008.999999939,0.18290233512071918,0.0001972347443269626,0.8791373149800324,8.848902022364944,0.0001972347443269626,gundul
715816960.9999605,5592320.999998825,0.1916828537710448,0.00017952564316198953,0.9202127910609771,9.078147959328813,0.00017952564316198953,715816960.9999113,5592321.000000052,0.16496634746296587,0.00014282306389746055,0.8627789443279247,9.296966056618853,0.00014282306389746055,715816960.9999535,5592320.999999543,0.19161227827037985,0.00017853279485222217,0.9275772691435151,9.060132997013598,0.00017853279485222217,715816960.9999185,5592320.999999393,0.1820972906522115,0.00016252523796246956,0.9053177481190703,9.15470688970065,0.00016252523796246956,gundul
682848012.9999478,5398008.999999786,0.18829082168121314,0.00021498315764057282,0.8740055987402384,8.927917431472562,0.00021498315764057282,682848013.0000892,5398008.999999572,0.16554157522131022,0.00017900326265410924,0.8031976027021017,9.111609290671874,0.00017900326265410924,682848012.9999492,5398009.000000114,0.1888713076900849,0.00021598808943889321,0.8744694451850062,8.921531142048687,0.00021598808943889321,682848013.0000716,5398008.999999615,0.17369906511046276,0.00019034749254251342,0.8124883440737793,9.062861139297594,0.00019034749254251342,gundul
362789280.99996114,3359160.9999999814,0.21213427533692356,0.00027375771764353337,0.8952464645052457,8.615633456315686,0.00027375771764353337,362789281.00002193,3359160.999999292,0.1914570969224718,0.00023323638954270544,0.8437124684862349,8.776489694611884,0.00023323638954270544,362789280.9999659,3359160.999999646,0.2135843511022759,0.00027580715623485403,0.888676498770094,8.619464041083694,0.00027580715623485403,362789281.00001645,3359161.0000000168,0.1970998925519338,0.0002437938113336262,0.8443391011200035,8.750182787993408,0.0002437938113336262,gundul
466392850.999958,4055590.999999685,0.22868578763471162,0.00028981566284689214,0.9354261101074711,8.573521835183202,0.00028981566284689214,466392851.00003433,4055591.0000005225,0.20778025839744635,0.00024771100209539305,0.890497327179896,8.754144642960526,0.00024771100209539305,466392850.9999558,4055590.9999996987,0.2281281891041072,0.00028881470693399445,0.9347868773490094,8.57579885002813,0.00028881470693399445,466392851.00004053,4055591.0000004605,0.22049800202036882,0.00026717141115606836,0.9218895689959821,8.652908150052879,0.00026717141115606836,gundul
212659020.99998525,2250360.999999913,0.2631499771745798,0.0003926328759504218,0.9580480118184301,8.22064761404226,0.0003926328759504218,212659021.00001314,2250360.9999998673,0.23859838093579105,0.00033362330373735077,0.935643243646669,8.397757941914476,0.00033362330373735077,212659020.9999853,2250361.0000000885,0.24958264654079085,0.00036007760434476167,0.9503154159879008,8.302976858544108,0.00036007760434476167,212659021.00001386,2250360.999999877,0.24168804172766337,0.00034338488506296667,0.936035252661948,8.381399162327792,0.00034338488506296667,gundul
171098940.9999931,1911720.9999998838,0.2602587459352805,0.00048209606841198777,0.932299496968038,8.088835197783082,0.00048209606841198777,171098941.0000099,1911720.99999986,0.2308170564893436,0.0004071236348356128,0.8929013068429258,8.2746049202007,0.0004071236348356128,171098940.99999228,1911720.9999998915,0.24372471191545025,0.0004386532471843828,0.9221206864174764,8.171225846340448,0.0004386532471843828,171098941.00001055,1911720.9999998705,0.23397151569664842,0.000413815197116697,0.896685562759446,8.261918338142705,0.000413815197116697,gundul
